Rk,Player,Draft Team,Round,Pick,Draft Year,College,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
799,Brandon Knight,DET,1,8,2011,Kentucky,2011-12,20,DET,66,60,0,2129,319,769,214,493,105,276,104,137,33,178,211,251,49,10,171,154,847,.415,.434,.380,.759,.511,.483,G,knighbr03
800,Malcolm Lee,CHI,2,43,2011,UCLA,2011-12,21,MIN,19,0,0,243,23,59,21,49,2,10,14,17,9,17,26,31,8,4,17,22,62,.390,.429,.200,.824,.466,.407,G,leema01
801,Kawhi Leonard,IND,1,15,2011,San Diego State,2011-12,20,SAS,64,39,0,1534,199,404,158,295,41,109,68,88,104,223,327,70,85,24,44,88,507,.493,.536,.376,.773,.573,.543,F,leonaka01
802,Travis Leslie,LAC,2,47,2011,Georgia,2011-12,21,LAC,10,0,0,45,5,14,5,14,0,0,4,9,6,3,9,5,2,2,2,4,14,.357,.357,,.444,.390,.357,G,leslitr01
803,Jon Leuer,MIL,2,40,2011,Wisconsin,2011-12,22,MIL,46,12,0,555,97,191,94,182,3,9,21,28,45,75,120,25,14,17,18,67,218,.508,.516,.333,.750,.536,.516,F,leuerjo01
804,DeAndre Liggins,ORL,2,53,2011,Kentucky,2011-12,23,ORL,17,0,0,115,12,25,12,21,0,4,9,19,6,9,15,5,6,0,10,6,33,.480,.571,.000,.474,.495,.480,G,liggide01
805,Vernon Macklin,DET,2,52,2011,Florida,2011-12,25,DET,23,0,0,135,19,35,19,35,0,0,8,14,14,20,34,5,4,4,3,9,46,.543,.543,,.571,.559,.543,F,macklve01
806,Shelvin Mack,WAS,2,34,2011,Butler,2011-12,21,WAS,64,0,0,779,88,220,76,178,12,42,42,59,12,80,92,131,28,2,48,50,230,.400,.427,.286,.712,.468,.427,G,macksh01
807,E'Twaun Moore,BOS,2,55,2011,Purdue,2011-12,22,BOS,38,0,0,331,43,113,26,68,17,45,7,7,4,29,33,34,11,3,21,33,110,.381,.382,.378,1.000,.474,.456,G-F,mooreet01
808,Darius Morris,LAL,2,41,2011,Michigan,2011-12,21,LAL,19,0,0,169,18,42,14,33,4,9,6,9,2,14,16,21,2,0,19,16,46,.429,.424,.444,.667,.500,.476,G,morrida01
809,Markieff Morris,PHO,1,13,2011,Kansas,2011-12,22,PHO,63,7,0,1227,174,436,131,312,43,124,76,106,69,210,279,65,41,42,70,179,467,.399,.420,.347,.717,.484,.448,F,morrima02
810,Marcus Morris,HOU,1,14,2011,Kansas,2011-12,22,HOU,17,0,0,126,16,54,14,37,2,17,6,8,5,11,16,3,2,2,4,12,40,.296,.378,.118,.750,.348,.315,F,morrima03
811,Daniel Orton,ORL,1,29,2010,Kentucky,2011-12,21,ORL,16,2,0,187,17,30,17,29,0,1,11,25,19,20,39,5,8,9,7,30,45,.567,.586,.000,.440,.549,.567,C-F,ortonda01
812,Chandler Parsons,HOU,2,38,2011,Florida,2011-12,23,HOU,63,57,0,1804,248,549,188,371,60,178,43,78,90,210,300,134,73,29,81,142,599,.452,.507,.337,.551,.513,.506,F,parsoch01
813,Ryan Reid,IND,2,57,2010,Florida State,2011-12,25,OKC,5,0,0,17,4,5,4,5,0,0,0,0,1,1,2,0,0,0,1,1,8,.800,.800,,,.800,.800,F,reidry01
814,Ricky Rubio,MIN,1,5,2009,,2011-12,21,MIN,41,31,0,1404,139,389,107,295,32,94,126,157,21,150,171,336,91,8,131,97,436,.357,.363,.340,.803,.476,.398,G,rubiori01
815,Josh Selby,MEM,2,49,2011,Kansas,2011-12,20,MEM,28,0,0,237,25,72,23,57,2,15,11,14,2,13,15,30,7,0,29,17,63,.347,.404,.133,.786,.403,.361,G,selbyjo01
816,Iman Shumpert,NYK,1,17,2011,Georgia Tech,2011-12,21,NYK,59,35,0,1705,214,534,166,377,48,157,87,109,42,144,186,164,101,8,111,173,563,.401,.440,.306,.798,.484,.446,G,shumpim01
817,Chris Singleton,WAS,1,18,2011,Florida State,2011-12,22,WAS,66,51,0,1431,116,312,72,185,44,127,30,44,43,190,233,49,70,30,38,176,306,.372,.389,.346,.682,.462,.442,F,singlch01
818,Nolan Smith,POR,1,21,2011,Duke,2011-12,23,POR,44,4,0,541,67,180,54,135,13,45,20,28,17,39,56,62,18,3,42,55,167,.372,.400,.289,.714,.434,.408,G,smithno01
819,Isaiah Thomas,SAC,2,60,2011,Washington,2011-12,22,SAC,65,37,0,1656,256,571,173,352,83,219,154,185,48,120,168,266,53,8,105,121,749,.448,.491,.379,.832,.574,.521,G,thomais02
820,Klay Thompson,GSW,1,11,2011,Washington State,2011-12,21,GSW,66,29,0,1608,318,718,207,450,111,268,79,91,24,137,161,133,49,20,103,155,826,.443,.460,.414,.868,.545,.520,G-F,thompkl01
821,Tristan Thompson,CLE,1,4,2011,Texas,2011-12,20,CLE,60,25,0,1424,194,442,194,440,0,2,106,192,187,202,389,27,27,62,81,134,494,.439,.441,.000,.552,.469,.439,F-C,thomptr01
822,Trey Thompkins,LAC,2,37,2011,Georgia,2011-12,21,LAC,24,0,0,119,24,61,20,48,4,13,5,7,4,20,24,3,3,3,6,10,57,.393,.417,.308,.714,.445,.426,F,thomptr02
823,Jeremy Tyler,CHA,2,39,2011,,2011-12,20,GSW,42,23,0,568,88,209,88,208,0,1,29,52,54,86,140,16,16,20,36,84,205,.421,.423,.000,.558,.442,.421,C,tylerje01
824,Jan Veselý,WAS,1,6,2011,,2011-12,21,WAS,57,20,0,1078,117,218,117,217,0,1,33,62,101,148,249,47,39,32,60,156,267,.537,.539,.000,.532,.544,.537,F,veselja01
825,Nikola Vučević,PHI,1,16,2011,Southern California,2011-12,21,PHI,51,15,0,812,131,291,128,283,3,8,18,34,88,158,246,31,20,34,33,111,283,.450,.452,.375,.529,.462,.455,C,vucevni01
826,Kemba Walker,CHA,1,9,2011,Connecticut,2011-12,21,CHA,66,25,0,1792,281,767,212,541,69,226,168,213,30,204,234,289,60,20,119,79,799,.366,.392,.305,.789,.464,.411,G,walkeke02
827,Derrick Williams,MIN,1,2,2011,Arizona,2011-12,20,MIN,66,15,0,1418,205,498,168,360,37,138,136,195,77,234,311,38,30,31,77,95,583,.412,.467,.268,.697,.499,.449,F,willide02
828,Elliot Williams,POR,1,22,2010,Memphis,2011-12,22,POR,24,0,0,149,37,74,29,47,8,27,6,18,7,12,19,6,6,3,5,18,88,.500,.617,.296,.333,.537,.554,G,williel01
829,Jordan Williams,NJN,2,36,2011,Maryland,2011-12,21,NJN,43,5,0,635,77,152,77,152,0,0,43,66,66,90,156,11,21,15,23,61,197,.507,.507,,.652,.544,.507,F,willijo03
830,Solomon Alabi,DAL,2,50,2010,Florida State,2010-11,22,TOR,12,0,0,59,3,15,3,15,0,0,0,2,7,7,14,2,2,2,3,5,6,.200,.200,,.000,.189,.200,C,alabiso01
831,Cole Aldrich,NOH,1,11,2010,Kansas,2010-11,22,OKC,18,0,0,142,8,15,8,15,0,0,2,4,13,22,35,4,5,7,8,30,18,.533,.533,,.500,.537,.533,C,aldrico01
832,Al-Farouq Aminu,LAC,1,8,2010,Wake Forest,2010-11,20,LAC,81,14,0,1452,160,406,115,263,45,143,92,119,75,192,267,60,59,25,103,121,457,.394,.437,.315,.773,.499,.450,F,aminual01
833,James Anderson,SAS,1,20,2010,Oklahoma State,2010-11,21,SAS,26,2,0,286,31,81,13,35,18,46,14,18,2,21,23,18,3,6,13,24,94,.383,.371,.391,.778,.529,.494,G-F,anderja01
834,Ömer Aşık,POR,2,36,2008,,2010-11,24,CHI,82,0,0,989,78,141,78,141,0,0,73,145,112,194,306,32,20,56,64,153,229,.553,.553,,.503,.559,.553,C,asikom01
835,Luke Babbitt,MIN,1,16,2010,Nevada,2010-11,21,POR,24,0,0,137,15,55,12,39,3,16,3,9,6,24,30,6,2,2,8,15,36,.273,.308,.188,.333,.305,.300,F,babbilu01
836,Eric Bledsoe,OKC,1,18,2010,Kentucky,2010-11,21,LAC,81,25,0,1841,206,486,174,370,32,116,99,133,68,155,223,289,92,26,194,130,543,.424,.470,.276,.744,.499,.457,G,bledser01
837,Trevor Booker,MIN,1,23,2010,Clemson,2010-11,23,WAS,65,14,0,1063,139,253,139,252,0,1,68,101,98,153,251,35,29,42,38,115,346,.549,.552,.000,.673,.582,.549,F,booketr01
838,Craig Brackins,OKC,1,21,2010,Iowa State,2010-11,23,PHI,3,0,0,33,4,16,4,11,0,5,0,0,2,2,4,1,1,0,0,3,8,.250,.364,.000,,.250,.250,F,brackcr01
839,Avery Bradley,BOS,1,19,2010,Texas,2010-11,20,BOS,31,0,0,162,23,67,23,62,0,5,6,12,4,13,17,12,9,0,16,20,52,.343,.371,.000,.500,.360,.343,G,bradlav01
840,Derrick Caracter,LAL,2,58,2010,UTEP,2010-11,22,LAL,41,0,0,215,32,66,32,66,0,0,17,23,19,24,43,7,4,10,19,47,81,.485,.485,,.739,.532,.485,F,caracde01
841,DeMarcus Cousins,SAC,1,5,2010,Kentucky,2010-11,20,SAC,81,62,0,2309,432,1004,429,986,3,18,276,402,217,482,699,204,85,68,268,332,1143,.430,.435,.167,.687,.484,.432,C-F,couside01
842,Jordan Crawford,NJN,1,27,2010,Xavier,2010-11,22,ATLWAS,42,18,0,1027,192,500,159,372,33,128,73,84,31,74,105,117,39,3,83,63,490,.384,.427,.258,.869,.456,.417,G,crawfjo02
843,Ed Davis,TOR,1,13,2010,North Carolina,2010-11,21,TOR,65,17,0,1602,215,373,215,373,0,0,71,128,168,294,462,40,39,67,48,183,501,.576,.576,,.555,.583,.576,F,davised01
844,Devin Ebanks,LAL,2,43,2010,West Virginia,2010-11,21,LAL,20,0,0,118,21,51,19,46,2,5,18,23,15,12,27,2,4,5,6,7,62,.412,.413,.400,.783,.507,.431,F,ebankde01
845,Semih Erden,BOS,2,60,2008,,2010-11,24,BOSCLE,41,8,0,595,62,111,62,111,0,0,39,60,37,81,118,20,15,24,34,104,163,.559,.559,,.650,.593,.559,C,erdense01
846,Jeremy Evans,UTA,2,55,2010,Western Kentucky,2010-11,23,UTA,49,3,0,463,76,115,76,114,0,1,26,37,36,61,97,24,17,17,19,50,178,.661,.667,.000,.703,.678,.661,F,evansje01
847,Patrick Ewing,SAC,2,43,2008,Georgetown,2010-11,26,NOH,7,0,0,19,0,5,0,3,0,2,3,4,1,1,2,2,0,1,1,1,3,.000,.000,.000,.750,.222,.000,F,ewingpa02
848,Christian Eyenga,CLE,1,30,2009,,2010-11,21,CLE,44,18,0,947,130,306,105,215,25,91,18,28,27,96,123,35,34,28,47,78,303,.425,.488,.275,.643,.476,.466,F,eyengch01
849,Derrick Favors,NJN,1,3,2010,Georgia Tech,2010-11,19,NJNUTA,78,27,0,1535,215,416,215,416,0,0,103,173,171,241,412,39,29,68,77,246,533,.517,.517,,.595,.542,.517,F-C,favorde01
850,Landry Fields,NYK,2,39,2010,Stanford,2010-11,22,NYK,82,81,0,2541,299,602,213,383,86,219,113,147,105,416,521,155,80,17,107,114,797,.497,.556,.393,.769,.598,.568,F,fieldla01
851,Paul George,IND,1,10,2010,Fresno State,2010-11,20,IND,61,19,0,1265,179,395,138,257,41,138,77,101,37,187,224,65,62,26,70,127,476,.453,.537,.297,.762,.542,.505,F-G,georgpa01
852,Blake Griffin,LAC,1,1,2009,Oklahoma,2010-11,21,LAC,82,82,1,3112,696,1376,689,1352,7,24,446,695,270,719,989,312,63,45,223,252,1845,.506,.510,.292,.642,.549,.508,F-C,griffbl01
853,Luke Harangody,BOS,2,52,2010,Notre Dame,2010-11,23,BOSCLE,49,0,0,640,79,206,63,140,16,66,19,26,40,103,143,30,15,17,16,80,193,.383,.450,.242,.731,.444,.422,F,haranlu01
854,Gordon Hayward,UTA,1,9,2010,Butler,2010-11,20,UTA,72,17,0,1218,142,293,107,219,35,74,69,97,41,98,139,81,30,19,70,106,388,.485,.489,.473,.711,.578,.544,F-G,haywago01
855,Lazar Hayward,WAS,1,30,2010,Marquette,2010-11,24,MIN,42,0,0,419,55,154,38,94,17,60,33,42,23,47,70,28,12,7,19,44,160,.357,.404,.283,.786,.464,.412,F,haywala01
856,Xavier Henry,MEM,1,12,2010,Kansas,2010-11,19,MEM,38,16,0,527,65,160,63,143,2,17,33,52,9,28,37,18,11,3,13,48,165,.406,.441,.118,.635,.451,.413,G,henryxa01
857,Damion James,ATL,1,24,2010,Texas,2010-11,23,NJN,25,9,0,403,46,103,46,100,0,3,18,28,17,68,85,20,16,12,25,36,110,.447,.460,.000,.643,.477,.447,G-F,jamesda01
858,Armon Johnson,POR,2,34,2010,Nevada,2010-11,21,POR,38,0,0,277,46,101,41,89,5,12,13,22,11,25,36,45,5,1,38,31,110,.455,.461,.417,.591,.497,.480,G,johnsar02
859,Wesley Johnson,MIN,1,4,2010,Syracuse,2010-11,23,MIN,79,63,0,2069,271,682,168,393,103,289,64,92,51,189,240,148,58,54,95,163,709,.397,.427,.356,.696,.491,.473,F-G,johnswe01
860,Dominique Jones,MEM,1,25,2010,South Florida,2010-11,22,DAL,18,0,0,135,14,45,14,41,0,4,14,17,6,19,25,19,5,3,10,7,42,.311,.341,.000,.824,.400,.311,G,jonesdo02
861,Gani Lawal,PHO,2,46,2010,Georgia Tech,2010-11,22,PHO,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,F,lawalga01
862,Greg Monroe,DET,1,7,2010,Georgetown,2010-11,20,DET,80,48,0,2222,303,550,303,549,0,1,145,233,248,353,601,105,93,45,81,196,751,.551,.552,.000,.622,.575,.551,C-F,monrogr01
863,Hamady N'Diaye,MIN,2,56,2010,Rutgers,2010-11,24,WAS,16,0,0,80,4,5,4,5,0,0,6,12,2,5,7,0,2,5,3,18,14,.800,.800,,.500,.681,.800,C,ndiayha01
864,Patrick Patterson,HOU,1,14,2010,Kentucky,2010-11,21,HOU,52,6,0,868,149,267,149,265,0,2,30,42,86,114,200,41,17,37,31,77,328,.558,.562,.000,.714,.574,.558,F,pattepa01
865,Nikola Peković,MIN,2,31,2008,,2010-11,25,MIN,65,11,0,887,136,263,136,263,0,0,87,114,90,103,193,27,18,35,91,181,359,.517,.517,,.763,.573,.517,C,pekovni01
866,Dexter Pittman,MIA,2,32,2010,Texas,2010-11,22,MIA,2,0,0,11,1,3,1,3,0,0,0,0,1,2,3,0,0,0,2,2,2,.333,.333,,,.333,.333,C,pittmde01
867,Quincy Pondexter,OKC,1,26,2010,Washington,2010-11,22,NOH,66,6,0,734,73,180,55,130,18,50,24,34,23,65,88,28,17,10,16,63,188,.406,.423,.360,.706,.482,.456,G-F,pondequ01
868,Andy Rautins,NYK,2,38,2010,Syracuse,2010-11,24,NYK,5,0,0,24,3,7,2,3,1,4,1,2,0,1,1,3,1,0,7,0,8,.429,.667,.250,.500,.508,.500,G,rautian01
869,Larry Sanders,MIL,1,15,2010,VCU,2010-11,22,MIL,60,12,0,872,116,268,116,268,0,0,28,50,59,119,178,16,22,72,38,117,260,.433,.433,,.560,.448,.433,C-F,sandela01
870,Kevin Séraphin,CHI,1,17,2010,,2010-11,21,WAS,58,1,0,635,66,147,66,147,0,0,22,31,80,72,152,10,17,28,42,126,154,.449,.449,,.710,.479,.449,F,serapke01
871,Tiago Splitter,SAS,1,28,2007,,2010-11,26,SAS,60,6,0,738,101,191,101,190,0,1,76,140,72,129,201,26,29,17,32,91,278,.529,.532,.000,.543,.550,.529,F-C,splitti01
872,Lance Stephenson,IND,2,40,2010,Cincinnati,2010-11,20,IND,12,0,0,115,13,39,13,34,0,5,11,14,1,17,18,21,4,0,16,14,37,.333,.382,.000,.786,.410,.333,G-F,stephla01
873,Pape Sy,ATL,2,53,2010,,2010-11,22,ATL,3,0,0,21,2,6,2,5,0,1,3,3,2,1,3,2,1,0,3,1,7,.333,.400,.000,1.000,.478,.333,F,sypa01
874,Evan Turner,PHI,1,2,2010,Ohio State,2010-11,22,PHI,78,14,0,1797,225,529,211,485,14,44,101,125,42,264,306,159,49,14,80,138,565,.425,.435,.318,.808,.484,.439,G,turneev01
875,Ekpe Udoh,GSW,1,6,2010,Baylor,2010-11,23,GSW,58,18,0,1030,97,222,97,222,0,0,42,64,80,101,181,40,22,86,48,144,236,.437,.437,,.656,.472,.437,C-F,udohek01
876,Greivis Vásquez,MEM,1,28,2010,Maryland,2010-11,24,MEM,70,1,0,860,95,233,70,147,25,86,34,44,12,61,73,151,22,4,70,83,249,.408,.476,.291,.773,.493,.461,G,vasqugr01
877,John Wall,WAS,1,1,2010,Kentucky,2010-11,20,WAS,69,64,0,2606,398,972,364,857,34,115,301,393,35,282,317,574,121,35,261,175,1131,.409,.425,.296,.766,.494,.427,G,walljo01
878,Willie Warren,LAC,2,54,2010,Oklahoma,2010-11,21,LAC,19,0,0,134,13,35,8,20,5,15,6,8,1,11,12,27,6,0,8,16,37,.371,.400,.333,.750,.480,.443,G,warrewi01
879,Hassan Whiteside,SAC,2,33,2010,Marshall,2010-11,21,SAC,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,C,whiteha01
880,David Andersen,ATL,2,37,2002,,2009-10,29,HOU,63,0,0,891,147,340,120,262,27,78,46,67,54,154,208,44,15,12,37,119,367,.432,.458,.346,.687,.497,.472,C,anderda03
881,Rodrigue Beaubois,OKC,1,25,2009,,2009-10,21,DAL,56,16,0,700,155,299,110,189,45,110,42,52,12,66,78,74,29,12,54,84,397,.518,.582,.409,.808,.617,.594,G,beaubro01
882,DeJuan Blair,SAS,2,37,2009,Pittsburgh,2009-10,20,SAS,82,23,0,1494,275,495,275,493,0,2,88,161,200,326,526,65,50,39,112,224,638,.556,.558,.000,.547,.564,.556,F-C,blairde01
883,Jon Brockman,POR,2,38,2009,Washington,2009-10,22,SAC,52,4,0,654,55,103,55,103,0,0,37,62,105,108,213,22,15,5,23,115,147,.534,.534,,.597,.564,.534,F,brockjo01
884,Derrick Brown,CHA,2,40,2009,Xavier,2009-10,22,CHA,57,0,0,535,68,147,66,140,2,7,48,72,31,47,78,19,21,10,19,53,186,.463,.471,.286,.667,.520,.469,F,brownde04
885,Chase Budinger,DET,2,44,2009,Arizona,2009-10,21,HOU,74,4,0,1488,249,565,157,316,92,249,67,87,38,182,220,88,34,11,48,85,657,.441,.497,.369,.770,.545,.522,F,budinch01
886,DeMarre Carroll,MEM,1,27,2009,Missouri,2009-10,23,MEM,71,1,0,795,88,222,88,216,0,6,33,53,53,97,150,33,28,9,24,107,209,.396,.407,.000,.623,.426,.396,F,carrode01
887,Omri Casspi,SAC,1,23,2009,,2009-10,21,SAC,77,31,0,1931,300,672,225,469,75,203,117,174,75,274,349,95,54,17,98,125,792,.446,.480,.369,.672,.529,.502,F,casspom01
888,Earl Clark,PHO,1,14,2009,Louisville,2009-10,22,PHO,51,0,0,383,56,151,54,146,2,5,26,36,18,44,62,21,7,13,23,25,140,.371,.370,.400,.722,.420,.377,F,clarkea01
889,Darren Collison,NOH,1,21,2009,UCLA,2009-10,22,NOH,76,37,0,2109,376,789,330,674,46,115,148,174,41,151,192,432,78,4,202,92,946,.477,.490,.400,.851,.546,.506,G,collida01
890,Dante Cunningham,POR,2,33,2009,Villanova,2009-10,22,POR,63,2,0,707,106,214,106,212,0,2,31,48,54,106,160,14,24,22,15,97,243,.495,.500,.000,.646,.517,.495,F,cunnida01
891,JamesOn Curry,CHI,2,51,2007,Oklahoma State,2009-10,24,LAC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,G,curryja01
892,Stephen Curry,GSW,1,7,2009,Davidson,2009-10,21,GSW,80,77,0,2896,528,1143,362,763,166,380,177,200,48,308,356,472,152,19,243,252,1399,.462,.474,.437,.885,.568,.535,G,curryst01
893,Austin Daye,DET,1,15,2009,Gonzaga,2009-10,21,DET,69,4,0,915,137,295,108,200,29,95,46,56,34,140,174,34,25,26,48,114,349,.464,.540,.305,.821,.546,.514,F,dayeau01
894,DeMar DeRozan,TOR,1,9,2009,Southern California,2009-10,20,TOR,77,65,0,1664,255,512,251,496,4,16,148,194,66,157,223,53,43,18,62,176,662,.498,.506,.250,.763,.554,.502,G-F,derozde01
895,Toney Douglas,LAL,1,29,2009,Florida State,2009-10,23,NYK,56,12,0,1087,179,391,111,216,68,175,55,68,40,68,108,112,42,3,55,116,481,.458,.514,.389,.809,.571,.545,G,douglto01
896,Wayne Ellington,MIN,1,28,2009,North Carolina,2009-10,22,MIN,76,1,0,1384,190,448,126,286,64,162,61,70,33,126,159,74,20,5,74,72,505,.424,.441,.395,.871,.527,.496,G,ellinwa01
897,Tyreke Evans,SAC,1,4,2009,Memphis,2009-10,20,SAC,72,72,0,2677,533,1165,497,1024,36,141,348,465,66,314,380,414,109,26,216,204,1450,.458,.485,.255,.748,.529,.473,G-F,evansty01
898,Jonny Flynn,MIN,1,6,2009,Syracuse,2009-10,20,MIN,81,81,0,2339,397,952,320,737,77,215,223,270,24,167,191,356,82,2,233,98,1094,.417,.434,.358,.826,.511,.457,G,flynnjo01
899,Taj Gibson,CHI,1,26,2009,Southern California,2009-10,24,CHI,82,70,0,2204,311,629,311,629,0,0,113,175,226,385,611,70,50,104,114,282,735,.494,.494,,.646,.521,.494,F-C,gibsota01
900,Danny Green,CLE,2,46,2009,North Carolina,2009-10,22,CLE,20,0,0,115,15,39,9,17,6,22,4,6,8,9,17,5,6,3,5,9,40,.385,.529,.273,.667,.480,.462,G-F,greenda02
901,Taylor Griffin,PHO,2,48,2009,Oklahoma,2009-10,23,PHO,8,0,0,32,4,10,4,8,0,2,2,4,0,2,2,1,0,2,1,4,10,.400,.500,.000,.500,.425,.400,F,griffta01
902,Tyler Hansbrough,IND,1,13,2009,North Carolina,2009-10,24,IND,29,1,0,511,81,225,81,221,0,4,84,113,60,78,138,28,17,8,21,70,246,.360,.367,.000,.743,.448,.360,F,hansbty01
903,James Harden,OKC,1,3,2009,Arizona State,2009-10,20,OKC,76,0,0,1738,233,578,140,330,93,248,194,240,47,197,244,137,80,20,106,200,753,.403,.424,.375,.808,.551,.484,G,hardeja01
904,Gerald Henderson,CHA,1,12,2009,Duke,2009-10,22,CHA,43,0,0,355,37,104,33,85,4,19,35,47,15,40,55,13,10,9,14,25,113,.356,.388,.211,.745,.453,.375,G,hendege02
905,Jordan Hill,NYK,1,8,2009,Arizona,2009-10,22,HOUNYK,47,0,0,624,99,201,99,199,0,2,46,68,76,99,175,20,14,21,30,92,244,.493,.497,.000,.676,.528,.493,C-F,hilljo01
906,Jrue Holiday,PHI,1,17,2009,UCLA,2009-10,19,PHI,73,51,0,1767,230,520,168,361,62,159,65,86,56,135,191,280,79,18,156,153,587,.442,.465,.390,.756,.526,.502,G,holidjr01
907,Lester Hudson,BOS,2,58,2009,UT Martin,2009-10,25,BOSMEM,25,0,0,131,21,53,16,37,5,16,11,13,7,11,18,13,8,3,14,12,58,.396,.432,.313,.846,.494,.443,G,hudsole01
908,Serge Ibaka,OKC,1,24,2008,,2009-10,20,OKC,73,0,0,1323,201,370,200,368,1,2,58,92,138,259,397,10,25,97,68,194,461,.543,.543,.500,.630,.562,.545,F-C,ibakase01
909,Brandon Jennings,MIL,1,10,2009,,2009-10,20,MIL,82,82,0,2671,451,1216,306,828,145,388,223,273,49,233,282,470,105,18,200,191,1270,.371,.370,.374,.817,.475,.431,G,jennibr01
910,Jonas Jerebko,DET,2,39,2009,,2009-10,22,DET,80,73,0,2232,290,603,254,488,36,115,125,176,194,284,478,58,79,29,82,230,741,.481,.520,.313,.710,.545,.511,F,jerebjo01
911,James Johnson,CHI,1,16,2009,Wake Forest,2009-10,22,CHI,65,11,0,757,95,210,80,164,15,46,51,70,34,94,128,48,21,43,62,126,256,.452,.488,.326,.729,.532,.488,F,johnsja01
912,Ty Lawson,MIN,1,18,2009,North Carolina,2009-10,22,DEN,65,8,0,1318,201,390,167,307,34,83,106,140,42,82,124,203,48,2,82,89,542,.515,.544,.410,.757,.600,.559,G,lawsoty01
913,Eric Maynor,UTA,1,20,2009,VCU,2009-10,22,OKCUTA,81,2,0,1269,154,368,132,297,22,71,52,72,21,108,129,266,40,10,85,115,382,.418,.444,.310,.722,.478,.448,G,maynoer01
914,Jodie Meeks,MIL,2,41,2009,Kentucky,2009-10,22,MILPHI,60,0,0,719,104,268,62,136,42,132,31,39,9,90,99,39,18,5,25,52,281,.388,.456,.318,.795,.493,.466,G,meeksjo01
915,Patty Mills,POR,2,55,2009,St. Mary's (CA),2009-10,21,POR,10,0,0,38,10,24,8,20,2,4,4,7,1,1,2,5,0,0,4,6,26,.417,.400,.500,.571,.480,.458,G,millspa02
916,Byron Mullens,DAL,1,24,2009,Ohio State,2009-10,20,OKC,13,0,0,54,7,19,7,19,0,0,0,0,3,7,10,1,2,0,4,13,14,.368,.368,,,.368,.368,C-F,mulleby01
917,Jeff Ayres,SAC,2,31,2009,Arizona State,2009-10,22,POR,39,4,0,405,43,65,43,65,0,0,18,20,25,73,98,1,7,16,12,76,104,.662,.662,,.900,.705,.662,F,pendeje02
918,A.J. Price,IND,2,52,2009,Connecticut,2009-10,23,IND,56,2,0,865,145,354,85,180,60,174,60,75,12,76,88,106,35,3,59,53,410,.410,.472,.345,.800,.530,.494,G,priceaj01
919,DaJuan Summers,DET,2,35,2009,Georgetown,2009-10,22,DET,44,0,0,405,46,130,31,88,15,42,27,38,14,31,45,16,8,7,16,52,134,.354,.352,.357,.711,.457,.412,F,summeda01
920,Jermaine Taylor,WAS,2,32,2009,UCF,2009-10,23,HOU,31,4,0,303,45,119,40,97,5,22,33,46,21,25,46,16,10,3,19,15,128,.378,.412,.227,.717,.460,.399,G,tayloje02
921,Jeff Teague,ATL,1,19,2009,Wake Forest,2009-10,21,ATL,71,3,0,719,90,227,83,195,7,32,41,49,5,62,67,122,34,11,50,82,228,.396,.426,.219,.837,.459,.412,G,teaguje01
922,Hasheem Thabeet,MEM,1,2,2009,Connecticut,2009-10,22,MEM,68,13,0,883,77,131,77,131,0,0,54,93,85,158,243,11,15,89,43,162,208,.588,.588,,.581,.605,.588,C,thabeha01
923,Marcus Thornton,MIA,2,43,2009,Louisiana State,2009-10,22,NOH,73,17,0,1872,398,883,281,570,117,313,144,177,72,139,211,114,58,11,76,127,1057,.451,.493,.374,.814,.550,.517,G,thornma01
924,Terrence Williams,NJN,1,11,2009,Louisville,2009-10,22,NJN,78,9,0,1764,261,651,230,551,31,100,103,144,46,302,348,223,43,10,124,126,656,.401,.417,.310,.715,.459,.425,F,willite01
925,Sam Young,MEM,2,36,2009,Pittsburgh,2009-10,24,MEM,80,1,0,1321,224,497,213,441,11,56,136,175,77,124,201,52,34,20,94,106,595,.451,.483,.196,.777,.518,.462,F,youngsa01
926,Alexis Ajinça,CHA,1,20,2008,,2008-09,20,CHA,31,4,0,182,25,69,25,67,0,2,20,28,9,21,30,3,7,6,12,34,70,.362,.373,.000,.714,.430,.362,C-F,ajincal01
927,Joe Alexander,MIL,1,8,2008,West Virginia,2008-09,22,MIL,59,0,0,716,102,245,86,199,16,46,58,83,44,71,115,42,15,29,52,107,278,.416,.432,.348,.699,.494,.449,F,alexajo01
928,Ryan Anderson,NJN,1,21,2008,California,2008-09,20,NJN,66,30,0,1312,160,407,91,218,69,189,98,116,104,207,311,52,44,20,63,157,487,.393,.417,.365,.845,.532,.478,F,anderry01
929,Darrell Arthur,NOH,1,27,2008,Kansas,2008-09,20,MEM,76,64,0,1464,191,436,191,434,0,2,40,60,108,238,346,43,52,52,47,206,422,.438,.440,.000,.667,.456,.438,F,arthuda01
