Rk,Player,Draft Team,Round,Pick,Draft Year,College,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
609,Josh Richardson,MIA,2,40,2015,Tennessee,2015-16,22,MIA,52,2,0,1107,123,272,70,157,53,115,42,63,21,86,107,73,36,25,35,107,341,.452,.446,.461,.667,.569,.550,G,richajo01
610,Terry Rozier,BOS,1,16,2015,Louisville,2015-16,21,BOS,39,0,0,311,29,106,23,79,6,27,8,10,24,39,63,37,6,1,19,23,72,.274,.291,.222,.800,.326,.302,G,roziete01
611,D'Angelo Russell,LAL,1,2,2015,Ohio State,2015-16,19,LAL,80,48,0,2259,392,956,262,586,130,370,140,190,47,227,274,266,93,13,196,142,1054,.410,.447,.351,.737,.507,.478,G,russeda01
612,Edy Tavares,ATL,2,43,2014,,2015-16,23,ATL,11,0,0,73,11,19,11,19,0,0,3,8,7,14,21,3,1,6,5,8,25,.579,.579,,.375,.555,.579,C,tavarwa01
613,Karl-Anthony Towns,MIN,1,1,2015,Kentucky,2015-16,20,MIN,82,82,0,2627,625,1153,595,1065,30,88,223,275,229,629,858,161,58,138,183,245,1503,.542,.559,.341,.811,.590,.555,C-F,townska01
614,Myles Turner,IND,1,11,2015,Texas,2015-16,19,IND,60,30,0,1367,264,530,261,516,3,14,88,121,68,264,332,41,25,86,67,158,619,.498,.506,.214,.727,.531,.501,C-F,turnemy01
615,Rashad Vaughn,MIL,1,17,2015,UNLV,2015-16,19,MIL,70,6,0,1001,81,266,38,119,43,147,12,15,11,77,88,39,29,16,28,73,217,.305,.319,.293,.800,.398,.385,G,vaughra01
616,Justise Winslow,MIA,1,10,2015,Duke,2015-16,19,MIA,78,8,0,2232,195,462,163,346,32,116,80,117,81,322,403,117,68,26,95,184,502,.422,.471,.276,.684,.489,.457,F,winslju01
617,Delon Wright,TOR,1,20,2015,Utah,2015-16,23,TOR,27,1,0,229,36,80,31,67,5,13,26,35,8,29,37,31,8,3,16,7,103,.450,.463,.385,.743,.540,.481,G,wrighde01
618,Joe Young,IND,2,43,2015,Oregon,2015-16,23,IND,41,0,0,384,62,169,52,123,10,46,20,25,6,44,50,65,15,0,33,30,154,.367,.423,.217,.800,.428,.396,G,youngjo01
619,Jordan Adams,MEM,1,22,2014,UCLA,2014-15,20,MEM,30,0,0,248,35,86,25,61,10,25,14,23,9,19,28,16,16,7,14,24,94,.407,.410,.400,.609,.489,.465,G,adamsjo01
620,Furkan Aldemir,LAC,2,53,2012,,2014-15,23,PHI,41,9,0,540,40,78,40,73,0,5,13,27,78,98,176,28,17,16,17,96,93,.513,.548,.000,.481,.517,.513,F-C,aldemfu01
621,Kyle Anderson,SAS,1,30,2014,UCLA,2014-15,21,SAS,33,8,0,358,31,89,28,78,3,11,9,14,5,67,72,28,15,7,10,28,74,.348,.359,.273,.643,.389,.365,F-G,anderky01
622,Cameron Bairstow,CHI,2,49,2014,New Mexico,2014-15,24,CHI,18,1,0,64,3,14,3,14,0,0,4,5,6,2,8,1,2,1,3,8,10,.214,.214,,.800,.309,.214,F-C,bairsca01
623,Bojan Bogdanović,MIA,2,31,2011,,2014-15,25,BRK,78,28,0,1854,261,576,170,320,91,256,87,106,50,163,213,68,34,9,78,104,700,.453,.531,.355,.821,.562,.532,G-F,bogdabo02
624,Markel Brown,MIN,2,44,2014,Oklahoma State,2014-15,23,BRK,47,29,0,781,76,210,59,146,17,64,47,57,16,91,107,39,31,12,27,57,216,.362,.404,.266,.825,.459,.402,G,brownma02
625,Bruno Caboclo,TOR,1,20,2014,,2014-15,19,TOR,8,0,0,23,4,12,2,9,2,3,0,0,1,1,2,0,0,1,4,3,10,.333,.222,.667,,.417,.417,F-C,cabocbr01
626,Clint Capela,HOU,1,25,2014,,2014-15,20,HOU,12,0,0,90,14,29,14,29,0,0,4,23,10,26,36,2,1,9,5,14,32,.483,.483,,.174,.409,.483,C,capelca01
627,Jordan Clarkson,WAS,2,46,2014,Missouri,2014-15,22,LAL,59,38,0,1476,267,596,229,475,38,121,131,158,56,135,191,206,51,12,96,109,703,.448,.482,.314,.829,.528,.480,G,clarkjo01
628,Spencer Dinwiddie,DET,2,38,2014,Colorado,2014-15,21,DET,34,1,0,455,51,169,39,104,12,65,31,34,4,44,48,104,19,6,33,53,145,.302,.375,.185,.912,.394,.337,G,dinwisp01
629,Cleanthony Early,NYK,2,34,2014,Wichita State,2014-15,23,NYK,39,7,0,647,76,214,54,130,22,84,36,48,22,75,97,36,24,12,40,57,210,.355,.415,.262,.750,.447,.407,F,earlycl01
630,James Ennis III,ATL,2,50,2013,Long Beach State,2014-15,24,MIA,62,3,0,1051,101,247,70,152,31,95,79,94,51,125,176,48,25,17,39,89,312,.409,.461,.326,.840,.541,.472,F,ennisja01
631,Tyler Ennis,PHO,1,18,2014,Syracuse,2014-15,20,MILPHO,33,1,0,411,52,144,40,101,12,43,5,7,7,28,35,73,18,5,42,36,121,.361,.396,.279,.714,.411,.403,G,ennisty01
632,Dante Exum,UTA,1,5,2014,,2014-15,19,UTA,82,41,0,1817,145,416,62,152,83,264,20,32,27,104,131,198,41,14,118,147,393,.349,.408,.314,.625,.457,.448,G,exumda01
633,Aaron Gordon,ORL,1,4,2014,Arizona,2014-15,19,ORL,47,8,0,797,93,208,80,160,13,48,44,61,46,123,169,33,21,22,38,83,243,.447,.500,.271,.721,.517,.478,F,gordoaa01
634,Jerami Grant,PHI,2,39,2014,Syracuse,2014-15,20,PHI,65,11,0,1377,124,352,75,196,49,156,114,193,49,149,198,79,40,68,85,144,411,.352,.383,.314,.591,.470,.422,F,grantje01
635,Erick Green,UTA,2,46,2013,Virginia Tech,2014-15,23,DEN,43,1,0,410,61,162,47,115,14,47,10,12,7,24,31,39,12,0,14,26,146,.377,.409,.298,.833,.436,.420,G,greener01
636,P.J. Hairston,MIA,1,26,2014,North Carolina,2014-15,22,CHO,45,2,0,687,87,269,38,106,49,163,31,36,22,70,92,21,21,13,22,61,254,.323,.358,.301,.861,.446,.414,G-F,hairspj02
637,Gary Harris,CHI,1,19,2014,Michigan State,2014-15,20,DEN,55,6,0,719,66,217,45,114,21,103,35,47,21,43,64,29,39,7,38,71,188,.304,.395,.204,.745,.395,.353,G,harriga01
