player_id,player,draft_year,rookie_season,age,height_in,weight_lbs,position,games,minutes,mpg,usg_pct,pts,reb,ast,stl,blk,tov,fga,fgm,fg_pct,fg3a,fg3m,fg3_pct,fta,ftm,ft_pct,ftr,off_rating,def_rating,net_rating,pace,bpm,vorp
2567.0,Brian Cook,2003.0,2004,,81.0,250.0,Center-Forward,35,437.77166666666665,12.507761904761905,,155.0,101.0,20.0,16.0,16.0,17.0,141.0,67.0,0.475,5.0,0.0,0.0,28.0,21.0,0.75,0.1985815602836879,,,,,,
2571.0,Leandro Barbosa,2003.0,2004,,75.0,194.0,Guard,70,1500.565,21.436642857142857,,550.0,123.0,165.0,93.0,7.0,120.0,470.0,210.0,0.447,210.0,83.0,0.395,61.0,47.0,0.77,0.1297872340425531,,,,,,
2572.0,Josh Howard,2003.0,2004,,79.0,210.0,Forward-Guard,67,1586.435,23.678134328358208,,575.0,368.0,97.0,69.0,54.0,67.0,532.0,229.0,0.43,66.0,20.0,0.303,138.0,97.0,0.703,0.2593984962406015,,,,,,
2575.0,Luke Walton,2003.0,2004,,80.0,235.0,Forward,72,717.955,9.971597222222222,,174.0,127.0,113.0,28.0,8.0,44.0,153.0,65.0,0.425,39.0,13.0,0.333,44.0,31.0,0.705,0.2875816993464052,,,,,,
2581.0,Steve Blake,2003.0,2004,,75.0,172.0,Guard,75,1387.243333333333,18.496577777777777,,444.0,117.0,209.0,57.0,7.0,128.0,407.0,157.0,0.386,202.0,75.0,0.371,67.0,55.0,0.821,0.1646191646191646,,,,,,
2584.0,Willie Green,2003.0,2004,,75.0,205.0,Guard,53,767.5016666666667,14.48116352201258,,364.0,65.0,53.0,26.0,5.0,59.0,357.0,143.0,0.401,61.0,19.0,0.311,81.0,59.0,0.728,0.226890756302521,,,,,,
2586.0,Keith Bogans,2003.0,2004,,77.0,215.0,Guard-Forward,73,1786.045,24.4663698630137,,498.0,317.0,98.0,46.0,10.0,75.0,454.0,183.0,0.403,187.0,67.0,0.358,103.0,65.0,0.631,0.2268722466960352,,,,,,
2730.0,Dwight Howard,2004.0,2005,,82.0,265.0,Center-Forward,82,2678.443333333333,32.663943089430894,,981.0,823.0,75.0,77.0,136.0,165.0,677.0,352.0,0.52,2.0,0.0,0.0,413.0,277.0,0.671,0.6100443131462334,,,,,,
2731.0,Emeka Okafor,2004.0,2005,,82.0,255.0,Center,73,2599.63,35.6113698630137,,1105.0,795.0,64.0,62.0,125.0,125.0,1003.0,448.0,0.447,1.0,0.0,0.0,343.0,209.0,0.609,0.3419740777666999,,,,,,
2732.0,Ben Gordon,2004.0,2005,,75.0,205.0,Guard,82,2013.0933333333328,24.54991869918699,,1235.0,215.0,164.0,53.0,10.0,186.0,1056.0,434.0,0.411,331.0,134.0,0.405,270.0,233.0,0.863,0.2556818181818182,,,,,,
2734.0,Devin Harris,2004.0,2005,,75.0,185.0,Guard,76,1176.67,15.482500000000002,,436.0,102.0,169.0,77.0,19.0,82.0,366.0,157.0,0.429,131.0,44.0,0.336,103.0,78.0,0.757,0.2814207650273224,,,,,,
2735.0,Josh Childress,2004.0,2005,,80.0,210.0,Forward-Guard,80,2371.7716666666665,29.647145833333333,,807.0,482.0,151.0,74.0,35.0,106.0,642.0,302.0,0.47,56.0,13.0,0.232,231.0,190.0,0.823,0.3598130841121495,,,,,,
2736.0,Luol Deng,2004.0,2005,,81.0,237.0,Forward,61,1661.07,27.23065573770492,,711.0,322.0,135.0,48.0,27.0,118.0,645.0,280.0,0.434,117.0,31.0,0.265,162.0,120.0,0.741,0.2511627906976744,,,,,,
2737.0,Rafael Araújo,2004.0,2005,,83.0,270.0,Center,59,735.595,12.46771186440678,,196.0,185.0,16.0,21.0,8.0,52.0,175.0,76.0,0.434,3.0,1.0,0.333,55.0,43.0,0.782,0.3142857142857143,,,,,,
